iter	Logloss
509	0.1828739938
510	0.1828574735
511	0.1828398631
512	0.1828240298
513	0.1828039251
514	0.1827841676
515	0.1827645133
516	0.1827428947
517	0.1827283938
518	0.1827150318
519	0.1827000237
520	0.1826815877
521	0.1826520987
522	0.1826385353
523	0.1826157551
524	0.182599193
525	0.1825841118
526	0.1825712463
527	0.1825551272
528	0.182538075
529	0.1825261439
530	0.1825107407
531	0.1824954216
532	0.1824749042
533	0.1824589783
534	0.1824411545
535	0.1824186272
536	0.1824017706
537	0.1823822688
538	0.182363543
539	0.182348001
540	0.1823276533
541	0.1823118045
542	0.1822978751
543	0.1822765491
544	0.1822619795
545	0.182181026
546	0.1821698887
547	0.1821563766
548	0.1821427505
549	0.1821121106
550	0.1820830838
551	0.1820554504
552	0.1820355597
553	0.182000998
554	0.1819851155
555	0.1819684946
556	0.1819490762
557	0.1819369772
558	0.1819169703
559	0.1819036875
560	0.1818896254
561	0.181873772
562	0.1818559621
563	0.1818389765
564	0.181817163
565	0.1817977772
566	0.1817847267
567	0.1817628993
568	0.1817086843
569	0.1816792965
570	0.1816636067
571	0.1816523934
572	0.1816299052
573	0.181615347
574	0.1815993422
575	0.1815799902
576	0.1815636833
577	0.1815502857
578	0.1815351012
579	0.1815202276
580	0.1815004239
581	0.1814814714
582	0.1814658844
583	0.1814445587
584	0.1814329693
585	0.1814204377
586	0.1814109204
587	0.1813919219
588	0.1813728929
589	0.1813512846
590	0.181330407
591	0.1813184242
592	0.1812997776
593	0.1812870203
594	0.1812734569
595	0.1812418971
596	0.1812221928
597	0.1812061046
598	0.1811931356
599	0.1811627666
600	0.1811482495
601	0.1811332966
602	0.1811141984
603	0.1810648888
604	0.1810542902
605	0.181043528
606	0.1810249313
607	0.1810092772
608	0.1809922931
609	0.1809755926
610	0.180957662
611	0.1809443107
612	0.1809243018
613	0.1809083271
614	0.1808868141
615	0.1808692482
616	0.1808529822
617	0.18083609
618	0.1808174763
619	0.1808005287
620	0.1807847533
621	0.1807742891
622	0.1807475378
623	0.1807328743
624	0.1807203784
625	0.1807030234
626	0.1806833043
627	0.1806660718
628	0.1806544473
629	0.1806049754
630	0.1805886853
631	0.180573061
632	0.1805584543
633	0.1805430584
634	0.1805293708
635	0.1804918955
636	0.1804720769
637	0.1804496059
638	0.1804334997
639	0.1804076404
640	0.1804003516
641	0.180378942
642	0.1803616835
643	0.1803521393
644	0.1803394087
645	0.1803267249
646	0.1803125087
647	0.1802978948
648	0.1802822882
649	0.1802643058
650	0.180247592
651	0.1802249134
652	0.1802092397
653	0.1801895137
654	0.1801784198
655	0.1801629581
656	0.1801474875
657	0.18013138
658	0.1801163147
659	0.1800997982
660	0.1800849864
661	0.1800751613
662	0.180057544
663	0.1800405579
664	0.1800174253
665	0.1799955721
666	0.1799827168
667	0.1799519026
668	0.1799210152
669	0.1799120644
670	0.1798967626
671	0.1798801818
672	0.1798547724
673	0.1798361895
674	0.179817611
675	0.1798041605
676	0.1797860573
677	0.1797661911
678	0.179729924
679	0.1797120533
680	0.1796951611
681	0.1796742437
682	0.1796590469
683	0.1796459371
684	0.179630112
685	0.1796107775
686	0.1795966611
687	0.1795810731
688	0.1795689348
689	0.1795523114
690	0.1795255211
691	0.1795063954
692	0.1794865369
693	0.1794720047
694	0.1794569753
695	0.1794392517
696	0.1794209679
697	0.1794037779
698	0.1793893975
699	0.1793685732
700	0.1793481398
701	0.1793293611
702	0.1793168421
703	0.1792971516
704	0.1792822406
705	0.1792425077
706	0.179227004
707	0.1792173546
708	0.1791906948
709	0.1791738314
710	0.1791638065
711	0.1791529389
712	0.1791361613
713	0.1791225921
714	0.1791121495
715	0.179093399
716	0.1790764332
717	0.1790633985
718	0.1790480914
719	0.1790324867
720	0.179017081
721	0.1790007118
722	0.1789850174
723	0.1789680782
724	0.1789524392
725	0.1789352668
726	0.1789227864
727	0.1789055619
728	0.1788780573
729	0.178860596
730	0.1788433425
731	0.1788187878
732	0.1788040147
733	0.1787861586
734	0.1787697484
735	0.17875654
736	0.1787419699
737	0.1787282979
738	0.1787176432
739	0.1787064416
740	0.1786610482
741	0.1786417056
742	0.1786269275
743	0.1786098244
744	0.1785920684
745	0.1785209416
746	0.1785052053
747	0.1784924313
748	0.1784768955
749	0.1784605925
750	0.1784485169
751	0.1784329363
752	0.1784221933
753	0.1784045983
754	0.178386325
755	0.1783686654
756	0.1783580975
757	0.1783391158
758	0.178323123
759	0.1782797855
760	0.1782642685
761	0.1782495821
762	0.1782328863
763	0.1782217851
764	0.1782076482
765	0.1781949098
766	0.178181671
767	0.178170097
768	0.178156671
769	0.1781443619
770	0.1781299596
771	0.178110885
772	0.178094774
773	0.1780795215
774	0.178068434
775	0.1780509145
776	0.1780315703
777	0.1780208567
778	0.1780046364
779	0.1779918362
780	0.1779789342
781	0.1779588328
782	0.1779407523
783	0.1779304497
784	0.1779149119
785	0.1778936655
786	0.1778816142
787	0.1778690681
788	0.1778483511
789	0.1778301613
790	0.1778141846
791	0.1777982298
792	0.1777853107
793	0.1777732863
794	0.1777614846
795	0.177750022
796	0.1777319599
797	0.177714896
798	0.1777005523
799	0.1776838721
800	0.1776655367
801	0.177654205
802	0.1776358391
803	0.1776228491
804	0.1776020884
805	0.1775927454
806	0.177573052
807	0.1775568294
808	0.177542132
809	0.1775316812
810	0.1775173347
811	0.1775063165
812	0.1774468375
813	0.1774300778
814	0.1774131587
815	0.1773979257
816	0.1773830011
817	0.1773632356
818	0.1773468434
819	0.1773283355
820	0.1773164947
821	0.177301423
822	0.1772847485
823	0.1772601131
824	0.1772453617
825	0.1772306713
826	0.177216346
827	0.1771868987
828	0.1771687579
829	0.1771522939
830	0.1771366971
831	0.1771230474
832	0.1771068399
833	0.177083631
834	0.177071399
835	0.1770590785
836	0.1770429023
837	0.17701845
838	0.1770039392
839	0.1769861843
840	0.1769727297
841	0.1769593822
842	0.1769490416
843	0.1769328024
844	0.1769209617
845	0.17691078
846	0.1768985583
847	0.1768891792
848	0.1768729277
849	0.1768577823
850	0.1768445165
851	0.1768308793
852	0.1768160815
853	0.1767971316
854	0.1767841841
855	0.1767702734
856	0.1767551846
857	0.176738507
858	0.1767249476
859	0.1767110062
860	0.1766982627
861	0.1766824064
862	0.176671842
863	0.1766600262
864	0.1766497603
865	0.1766366886
866	0.1766249415
867	0.1766024481
868	0.1765855086
869	0.176573782
870	0.176558823
871	0.1765449313
872	0.1765242767
873	0.1765119224
874	0.1764938081
875	0.176478161
876	0.1764620578
877	0.1764470203
878	0.176425341
879	0.1764114558
880	0.1763994342
881	0.1763757825
882	0.1763561009
883	0.1763440912
884	0.1763297207
885	0.176318288
886	0.1763003491
887	0.176285265
888	0.176269873
889	0.1762544152
890	0.1762367059
891	0.1762213347
892	0.1762075627
893	0.1761913252
894	0.1761755929
895	0.1761611519
896	0.17614896
897	0.176137948
898	0.1761258748
899	0.176115601
900	0.1761000196
901	0.1760865215
902	0.1760733211
903	0.176060064
904	0.1760485118
905	0.1760384175
906	0.1760267301
907	0.1760090975
908	0.1759965232
909	0.1759832478
910	0.1759701233
911	0.1759576047
912	0.1759430552
913	0.1759346725
914	0.1759255918
915	0.175914029
916	0.1758996563
917	0.1758873986
918	0.1758737727
919	0.1758573226
920	0.1758451563
921	0.1758305372
922	0.1758087247
923	0.1757723886
924	0.1757600858
925	0.1757473477
926	0.1757199423
927	0.1757067889
928	0.1756908071
929	0.1756768896
930	0.1756682228
931	0.1756553694
932	0.175596003
933	0.1755831521
934	0.1755681994
935	0.1755546005
936	0.1755371317
937	0.1755261979
938	0.1755141891
939	0.1754937048
940	0.1754449469
941	0.1754350707
942	0.1754169551
943	0.1753892137
944	0.1753762272
945	0.1753620773
946	0.1753410463
947	0.1753273899
948	0.175314374
949	0.1753007328
950	0.1752835519
951	0.1752682566
952	0.1752526384
953	0.1752374188
954	0.1752230552
955	0.1752088108
956	0.1751944617
957	0.1751842316
958	0.1751650388
959	0.175151619
960	0.1751381115
961	0.17512399
962	0.1751025678
963	0.1750873704
964	0.1750748472
965	0.1750585517
966	0.1750464274
967	0.1750092946
968	0.1749917589
969	0.1749756877
970	0.1749620527
971	0.1749480676
972	0.1749374461
973	0.1749266706
974	0.1749099457
975	0.1748945369
976	0.1748850236
977	0.1748743714
978	0.1748671432
979	0.174855359
980	0.1748202471
981	0.1748049365
982	0.1747891172
983	0.1747759683
984	0.1747648068
985	0.1747529499
986	0.1747366417
987	0.1747230209
988	0.1747130453
989	0.1746981323
990	0.1746827771
991	0.1746692141
992	0.1746580797
993	0.1746423419
994	0.1746263904
995	0.1746094834
996	0.1745989497
997	0.174587341
998	0.1745734365
999	0.174535554
